video,video_frame,global_frame,track_id,logical_track_id,cls_id,class_name,detected_cls_id,voted_cls_id,direction,delta,count_after,center_x,center_y,conf,stitched,stitch_gap_frames,event_reason,recovery_mode,occupancy_token_id,recovered_from_logical_id,recovery_score,recovery_track_class_id,recovery_class_match
08-41-24.mp4,28950,28950,2905,417,0,Bactrocera correcta,0,0,exit,-1,2,1019.6,749.14,0.875,0,0,recovered_exit,inner_start,18,392,0.939840116663408,0,1
08-41-24.mp4,30775,30775,2905,417,0,Bactrocera correcta,1,0,enter,1,3,1056.86,684.38,0.8511,0,0,tracked_enter,,21,,,,
08-41-24.mp4,30929,30929,3282,492,0,Bactrocera correcta,0,0,exit,-1,2,997.15,686.07,0.3345,0,0,recovered_exit,outer_start,17,357,0.7819292880183057,0,1
08-41-24.mp4,30962,30962,2905,417,0,Bactrocera correcta,1,0,exit,-1,1,1047.54,629.75,0.8276,0,0,tracked_exit,,21,417,,,
08-41-24.mp4,31374,31374,3330,504,0,Bactrocera correcta,0,0,enter,1,2,1312.31,683.08,0.7026,0,0,tracked_enter,,22,,,,
08-41-24.mp4,31932,31932,3291,493,1,Bactrocera dorsalis,1,1,enter,1,3,1227.59,597.15,0.8833,0,0,tracked_enter,,23,,,,
08-41-24.mp4,32099,32099,3291,493,1,Bactrocera dorsalis,1,1,exit,-1,2,1026.13,675.06,0.8696,0,0,tracked_exit,,23,493,,,
08-41-24.mp4,33373,33373,3301,495,1,Bactrocera dorsalis,1,1,enter,1,3,1091.3,625.9,0.8696,0,0,tracked_enter,,24,,,,
08-41-24.mp4,37686,37686,3849,603,0,Bactrocera correcta,0,0,exit,-1,1,1195.14,896.79,0.874,0,0,recovered_exit,inner_start,22,504,0.8859631051590189,0,1
08-41-24.mp4,37985,37985,3849,603,0,Bactrocera correcta,0,0,enter,1,2,1226.21,595.96,0.873,0,0,tracked_enter,,25,,,,
08-41-24.mp4,38008,38008,3849,603,0,Bactrocera correcta,0,0,exit,-1,1,1140.53,563.84,0.8706,0,0,tracked_exit,,25,603,,,
08-41-24.mp4,38193,38193,3849,603,0,Bactrocera correcta,0,0,enter,1,2,1050.1,714.87,0.8599,0,0,tracked_enter,,26,,,,
08-41-24.mp4,38406,38406,3849,603,0,Bactrocera correcta,0,0,exit,-1,1,1018.41,722.93,0.874,0,0,tracked_exit,,26,603,,,
08-41-24.mp4,38449,38449,3849,603,0,Bactrocera correcta,0,0,enter,1,2,1091.54,626.08,0.8843,0,0,tracked_enter,,27,,,,
08-41-24.mp4,38477,38477,3849,603,0,Bactrocera correcta,0,0,exit,-1,1,1159.62,558.83,0.8848,0,0,tracked_exit,,27,603,,,
08-41-24.mp4,41076,41076,4089,661,1,Bactrocera dorsalis,1,1,enter,1,4,1267.07,617.66,0.8608,0,0,tracked_enter,,28,,,,
08-41-24.mp4,41505,41505,4118,669,0,Bactrocera correcta,1,1,exit,-1,0,1345.4,662.4,0.8672,0,0,recovered_exit,inner_start,19,366,0.5513867387397431,1,0
08-41-24.mp4,42684,42684,4040,640,1,Bactrocera dorsalis,1,1,enter,1,5,1101.6,617.2,0.8799,1,11,tracked_enter,,29,,,,
08-41-24.mp4,44191,44191,3040,442,0,Bactrocera correcta,1,0,enter,1,1,1287.84,650.81,0.8569,0,0,tracked_enter,,30,,,,
08-41-24.mp4,44361,44361,4298,711,0,Bactrocera correcta,1,1,exit,-1,0,1123.75,570.16,0.874,0,0,recovered_exit,inner_start,30,442,0.6793623299036514,1,0
08-41-24.mp4,44799,44799,4298,711,1,Bactrocera dorsalis,1,1,enter,1,6,1056.38,690.1,0.9058,0,0,tracked_enter,,31,,,,
08-41-24.mp4,45679,45679,4337,719,0,Bactrocera correcta,1,0,enter,1,1,1079.89,809.74,0.6621,1,10,tracked_enter,,32,,,,
08-41-24.mp4,45704,45704,4337,719,0,Bactrocera correcta,0,0,exit,-1,0,1042.82,812.11,0.8481,1,10,tracked_exit,,32,719,,,
08-41-24.mp4,46030,46030,4337,719,0,Bactrocera correcta,0,0,enter,1,1,1072.39,799.75,0.8081,1,10,tracked_enter,,33,,,,
08-41-24.mp4,48145,48145,4464,760,0,Bactrocera correcta,0,1,exit,-1,0,1173.9,559.11,0.8457,0,0,recovered_exit,inner_start,33,719,0.5681699992566867,1,0
08-41-24.mp4,49339,49339,4459,757,1,Bactrocera dorsalis,1,1,enter,1,7,1317.02,702.3,0.894,0,0,tracked_enter,,34,,,,
08-41-24.mp4,49365,49365,4459,757,1,Bactrocera dorsalis,1,1,exit,-1,6,1341.41,673.78,0.8501,0,0,tracked_exit,,34,757,,,
08-41-24.mp4,50300,50300,4759,799,0,Bactrocera correcta,0,0,enter,1,1,1316.7,739.9,0.8345,0,0,tracked_enter,,35,,,,
08-41-24.mp4,50724,50724,4551,780,0,Bactrocera correcta,0,0,enter,1,2,1104.83,615.44,0.876,0,0,tracked_enter,,36,,,,
08-41-24.mp4,50999,50999,4974,837,1,Bactrocera dorsalis,1,1,enter,1,7,1231.52,605.34,0.6738,0,0,tracked_enter,,37,,,,
08-41-24.mp4,51017,51017,4464,760,0,Bactrocera correcta,0,0,enter,1,3,1277.91,631.31,0.7881,0,0,tracked_enter,,38,,,,
08-41-24.mp4,51025,51025,4464,760,0,Bactrocera correcta,0,0,exit,-1,2,1272.11,583.94,0.8389,0,0,tracked_exit,,38,760,,,
08-41-24.mp4,51568,51568,4874,813,0,Bactrocera correcta,0,1,exit,-1,1,1346.0,755.44,0.8154,0,0,recovered_exit,inner_start,35,799,0.6515320275893122,1,0
08-41-24.mp4,52090,52090,4874,813,1,Bactrocera dorsalis,0,1,enter,1,8,1316.12,750.59,0.7842,0,0,tracked_enter,,39,,,,
08-41-24.mp4,52361,52361,4874,813,1,Bactrocera dorsalis,0,1,exit,-1,7,1346.95,755.97,0.8428,0,0,tracked_exit,,39,813,,,
08-41-24.mp4,52559,52559,4874,813,1,Bactrocera dorsalis,0,1,enter,1,8,1315.77,749.74,0.832,0,0,tracked_enter,,40,,,,
08-41-24.mp4,52607,52607,4874,813,1,Bactrocera dorsalis,0,1,exit,-1,7,1345.48,762.96,0.8843,0,0,tracked_exit,,40,813,,,
08-41-24.mp4,55004,55004,5120,862,0,Bactrocera correcta,0,0,enter,1,2,1317.88,736.64,0.8408,0,0,tracked_enter,,41,,,,
08-41-24.mp4,55669,55669,5122,863,0,Bactrocera correcta,1,0,exit,-1,1,1172.36,558.93,0.8398,0,0,recovered_exit,inner_start,36,780,0.8691243511592994,0,1
08-41-24.mp4,55708,55708,5238,893,0,Bactrocera correcta,0,0,enter,1,2,1261.14,614.4,0.8672,0,0,tracked_enter,,42,,,,
08-41-24.mp4,55777,55777,5238,893,0,Bactrocera correcta,0,0,exit,-1,1,1285.12,592.65,0.8242,0,0,tracked_exit,,42,893,,,
08-41-24.mp4,55837,55837,5238,893,0,Bactrocera correcta,0,0,enter,1,2,1265.08,621.03,0.8887,0,0,tracked_enter,,43,,,,
08-41-24.mp4,56165,56165,5334,907,0,Bactrocera correcta,1,1,exit,-1,1,1061.46,591.58,0.8823,0,0,recovered_exit,outer_start,41,862,0.7009352556322058,1,0
08-41-24.mp4,57444,57444,5389,919,1,Bactrocera dorsalis,1,1,enter,1,8,1096.24,623.35,0.8799,0,0,tracked_enter,,44,,,,
08-41-24.mp4,57752,57752,5410,923,0,Bactrocera correcta,0,1,exit,-1,0,1302.04,843.83,0.8696,0,0,recovered_exit,inner_start,43,893,0.7428213095189373,1,0
08-41-24.mp4,59197,59197,5410,923,0,Bactrocera correcta,0,0,enter,1,1,1289.94,645.13,0.8164,0,0,tracked_enter,,45,,,,
08-41-24.mp4,59485,59485,5410,923,0,Bactrocera correcta,0,0,exit,-1,0,1240.96,879.38,0.8081,1,1,tracked_exit,,45,923,,,
08-41-24.mp4,59996,59996,5397,921,0,Bactrocera correcta,1,0,enter,1,1,1171.4,593.34,0.4902,0,0,tracked_enter,,46,,,,
08-41-24.mp4,60292,60292,5636,977,1,Bactrocera dorsalis,1,1,enter,1,9,1121.68,606.3,0.8633,0,0,tracked_enter,,47,,,,
08-41-24.mp4,60420,60420,5669,921,0,Bactrocera correcta,1,0,exit,-1,0,1201.74,559.82,0.8174,1,3,tracked_exit,,46,921,,,
08-41-24.mp4,60779,60779,5669,921,0,Bactrocera correcta,0,0,enter,1,1,1223.29,596.3,0.5815,1,3,tracked_enter,,48,,,,
08-41-24.mp4,61164,61164,5782,1009,0,Bactrocera correcta,0,0,exit,-1,0,1278.9,588.79,0.8862,0,0,recovered_exit,inner_start,48,921,0.8917813570454527,0,1
08-41-24.mp4,61241,61241,5782,1009,0,Bactrocera correcta,0,0,enter,1,1,1218.63,593.67,0.8447,0,0,tracked_enter,,49,,,,
08-41-24.mp4,61279,61279,5782,1009,0,Bactrocera correcta,0,0,exit,-1,0,1224.08,563.69,0.8613,0,0,tracked_exit,,49,1009,,,
08-41-24.mp4,61608,61608,5732,993,1,Bactrocera dorsalis,1,1,enter,1,10,1256.4,610.12,0.8843,0,0,tracked_enter,,50,,,,
08-41-24.mp4,61995,61995,5862,1027,1,Bactrocera dorsalis,1,1,exit,-1,9,1047.02,623.06,0.8501,1,2,recovered_exit,inner_start,37,837,0.9568458678370968,1,1
08-41-24.mp4,63179,63179,5862,1027,1,Bactrocera dorsalis,1,1,enter,1,10,1240.12,601.24,0.8706,1,2,tracked_enter,,51,,,,
08-41-24.mp4,63288,63288,5862,1027,1,Bactrocera dorsalis,1,1,exit,-1,9,1267.21,581.41,0.8809,1,2,tracked_exit,,51,1027,,,
08-41-24.mp4,63579,63579,5862,1027,1,Bactrocera dorsalis,1,1,enter,1,10,1262.38,615.02,0.8682,1,2,tracked_enter,,52,,,,
08-41-24.mp4,63682,63682,5862,1027,1,Bactrocera dorsalis,1,1,exit,-1,9,1144.08,560.1,0.8389,1,2,tracked_exit,,52,1027,,,
08-41-24.mp4,67972,67972,5879,1031,0,Bactrocera correcta,0,0,enter,1,1,1274.68,634.59,0.8823,0,0,tracked_enter,,53,,,,
08-41-24.mp4,67980,67980,6501,1135,1,Bactrocera dorsalis,0,1,enter,1,10,1206.71,594.86,0.8613,0,0,tracked_enter,,54,,,,
08-41-24.mp4,67981,67981,5879,1031,0,Bactrocera correcta,0,0,exit,-1,0,1336.6,649.97,0.8579,0,0,tracked_exit,,53,1031,,,
08-41-24.mp4,68139,68139,6527,1139,1,Bactrocera dorsalis,0,1,enter,1,11,1096.25,635.75,0.8613,0,0,tracked_enter,,55,,,,
08-41-24.mp4,68347,68347,6595,1139,1,Bactrocera dorsalis,0,1,exit,-1,10,1013.03,708.97,0.874,1,5,tracked_exit,,55,1139,,,
08-41-24.mp4,68538,68538,6608,1152,0,Bactrocera correcta,0,0,enter,1,1,1298.1,658.55,0.8232,0,0,tracked_enter,,56,,,,
08-41-24.mp4,68693,68693,6608,1152,0,Bactrocera correcta,0,0,exit,-1,0,1312.62,616.5,0.8716,0,0,tracked_exit,,56,1152,,,
08-41-24.mp4,71069,71069,7033,1202,0,Bactrocera correcta,0,0,enter,1,1,1132.69,599.67,0.8613,0,0,tracked_enter,,57,,,,
08-41-24.mp4,72822,72822,7306,1254,0,Bactrocera correcta,1,1,exit,-1,0,1019.51,826.1,0.8784,0,0,recovered_exit,outer_start,57,1202,0.5795207501330979,1,0
08-41-24.mp4,72899,72899,7306,1254,1,Bactrocera dorsalis,1,1,enter,1,11,1136.23,847.66,0.8032,0,0,tracked_enter,,58,,,,
08-41-24.mp4,72930,72930,7306,1254,1,Bactrocera dorsalis,1,1,exit,-1,10,1178.34,890.61,0.8345,0,0,tracked_exit,,58,1254,,,
08-41-24.mp4,73222,73222,7306,1254,1,Bactrocera dorsalis,0,1,enter,1,11,1299.19,664.2,0.8398,0,0,tracked_enter,,59,,,,
08-41-24.mp4,73263,73263,7315,1255,1,Bactrocera dorsalis,1,1,enter,1,12,1094.62,623.67,0.8799,0,0,tracked_enter,,60,,,,
08-41-24.mp4,74502,74502,7315,1255,1,Bactrocera dorsalis,1,1,exit,-1,11,1088.33,584.3,0.8843,0,0,tracked_exit,,60,1255,,,
08-41-24.mp4,75846,75846,7511,1306,0,Bactrocera correcta,0,0,enter,1,1,1086.75,631.78,0.9087,0,0,tracked_enter,,61,,,,
08-41-24.mp4,76161,76161,7544,1310,1,Bactrocera dorsalis,1,1,enter,1,12,1263.39,831.36,0.8784,1,18,tracked_enter,,62,,,,
08-41-24.mp4,78299,78299,7995,1408,0,Bactrocera correcta,0,0,enter,1,2,1306.3,777.91,0.8491,1,9,tracked_enter,,63,,,,
08-41-24.mp4,78496,78496,7995,1408,0,Bactrocera correcta,0,0,exit,-1,1,1339.73,798.45,0.8706,1,9,tracked_exit,,63,1408,,,
08-41-24.mp4,78888,78888,8107,1134,0,Bactrocera correcta,0,0,enter,1,2,1150.2,668.7,0.5928,1,28,tracked_enter,,64,,,,
08-41-24.mp4,79759,79759,8223,1466,1,Bactrocera dorsalis,1,1,exit,-1,11,1019.59,745.05,0.793,0,0,recovered_exit,inner_start,59,1254,0.9550289134056169,1,1
08-41-24.mp4,81744,81744,8189,1442,1,Bactrocera dorsalis,1,1,enter,1,12,1316.54,740.87,0.7891,1,22,tracked_enter,,65,,,,
08-41-24.mp4,81766,81766,8189,1442,1,Bactrocera dorsalis,1,1,exit,-1,11,1341.91,773.11,0.8232,1,22,tracked_exit,,65,1442,,,
08-41-24.mp4,81782,81782,8425,1513,1,Bactrocera dorsalis,1,1,enter,1,12,1317.41,711.91,0.7461,0,0,tracked_enter,,66,,,,
08-41-24.mp4,81788,81788,8566,1545,1,Bactrocera dorsalis,1,1,enter,1,13,1313.71,740.41,0.4727,0,0,tracked_enter,,67,,,,
08-41-24.mp4,82366,82366,8471,1523,0,Bactrocera correcta,0,1,exit,-1,1,1109.43,873.9,0.8623,0,0,recovered_exit,inner_start,61,1306,0.7308193000277846,1,0
08-41-24.mp4,82510,82510,8557,1542,1,Bactrocera dorsalis,1,1,enter,1,14,1050.76,731.09,0.8662,0,0,tracked_enter,,68,,,,
08-41-24.mp4,83872,83872,8189,1442,1,Bactrocera dorsalis,1,1,enter,1,15,1174.18,858.31,0.7788,1,22,tracked_enter,,69,,,,
08-41-24.mp4,84264,84264,8189,1442,1,Bactrocera dorsalis,1,1,exit,-1,14,1045.93,816.25,0.8418,1,22,tracked_exit,,69,1442,,,
08-41-24.mp4,84603,84603,8844,1595,1,Bactrocera dorsalis,1,1,enter,1,15,1289.41,807.79,0.8662,0,0,tracked_enter,,70,,,,
08-41-24.mp4,85356,85356,8896,1608,1,Bactrocera dorsalis,1,1,exit,-1,14,1029.18,665.48,0.897,0,0,recovered_exit,inner_start,54,1135,0.9502810025938233,1,1
08-41-24.mp4,85888,85888,8896,1608,1,Bactrocera dorsalis,1,1,enter,1,15,1056.34,684.87,0.8652,0,0,tracked_enter,,71,,,,
08-41-24.mp4,86018,86018,8896,1608,1,Bactrocera dorsalis,1,1,exit,-1,14,1270.06,865.78,0.8911,0,0,tracked_exit,,71,1608,,,
08-41-24.mp4,86214,86214,8990,1623,0,Bactrocera correcta,0,0,enter,1,2,1310.22,678.76,0.8716,0,0,tracked_enter,,72,,,,
08-41-24.mp4,86254,86254,8990,1623,0,Bactrocera correcta,0,0,exit,-1,1,1331.29,649.34,0.8623,0,0,tracked_exit,,72,1623,,,
08-41-24.mp4,86442,86442,9007,1628,1,Bactrocera dorsalis,1,1,enter,1,15,1278.14,627.3,0.793,0,0,tracked_enter,,73,,,,
08-41-24.mp4,86986,86986,8113,1436,1,Bactrocera dorsalis,1,1,enter,1,16,1318.16,738.21,0.8208,1,1,tracked_enter,,74,,,,
08-41-24.mp4,87155,87155,8896,1608,1,Bactrocera dorsalis,1,1,enter,1,17,1315.12,740.51,0.8057,0,0,tracked_enter,,75,,,,
08-41-24.mp4,87404,87404,8896,1608,1,Bactrocera dorsalis,1,1,exit,-1,16,1308.91,603.87,0.8774,0,0,tracked_exit,,75,1608,,,
08-41-24.mp4,88029,88029,9183,1659,0,Bactrocera correcta,0,0,exit,-1,0,1051.4,623.63,0.8789,1,25,recovered_exit,inner_start,64,1134,0.8739503712727363,0,1
08-41-24.mp4,88131,88131,9183,1659,0,Bactrocera correcta,0,0,enter,1,1,1078.5,641.48,0.875,1,25,tracked_enter,,76,,,,
08-41-24.mp4,88170,88170,9292,1678,1,Bactrocera dorsalis,1,1,enter,1,17,1277.61,820.29,0.8696,0,0,tracked_enter,,77,,,,
08-41-24.mp4,88289,88289,9292,1678,1,Bactrocera dorsalis,1,1,exit,-1,16,1231.86,565.36,0.8809,0,0,tracked_exit,,77,1678,,,
08-41-24.mp4,88306,88306,9398,1692,1,Bactrocera dorsalis,1,1,enter,1,17,1111.45,696.15,0.7056,0,0,tracked_enter,,78,,,,
08-41-24.mp4,88350,88350,9529,1703,0,Bactrocera correcta,0,0,enter,1,2,1316.93,732.17,0.8589,0,0,tracked_enter,,79,,,,
08-41-24.mp4,89197,89197,9806,1738,0,Bactrocera correcta,0,0,enter,1,3,1063.42,664.97,0.8267,0,0,tracked_enter,,80,,,,
08-41-24.mp4,90353,90353,10118,1776,0,Bactrocera correcta,0,0,enter,1,4,1078.25,807.17,0.8105,0,0,tracked_enter,,81,,,,
08-41-24.mp4,90962,90962,10325,1794,0,Bactrocera correcta,0,0,enter,1,5,1150.26,853.86,0.855,0,0,tracked_enter,,82,,,,
08-41-24.mp4,91507,91507,10358,1801,0,Bactrocera correcta,1,1,exit,-1,4,1335.09,838.36,0.7773,0,0,recovered_exit,inner_start,76,1659,0.7413684775613573,1,0
08-41-24.mp4,91964,91964,10406,1808,1,Bactrocera dorsalis,1,1,enter,1,18,1229.55,599.56,0.8687,0,0,tracked_enter,,83,,,,
08-41-24.mp4,92478,92478,9444,1700,0,Bactrocera correcta,0,0,enter,1,5,1062.17,782.09,0.814,0,0,tracked_enter,,84,,,,
08-41-24.mp4,92694,92694,10406,1808,1,Bactrocera dorsalis,1,1,exit,-1,17,1311.91,839.89,0.9014,0,0,tracked_exit,,83,1808,,,
08-41-24.mp4,92821,92821,10406,1808,1,Bactrocera dorsalis,1,1,enter,1,18,1316.13,734.64,0.9111,0,0,tracked_enter,,85,,,,
08-41-24.mp4,92882,92882,10406,1808,1,Bactrocera dorsalis,1,1,exit,-1,17,1301.91,843.29,0.8579,0,0,tracked_exit,,85,1808,,,
08-41-24.mp4,94703,94703,10687,1849,1,Bactrocera dorsalis,1,1,enter,1,18,1256.46,613.84,0.8301,0,0,tracked_enter,,86,,,,
08-41-24.mp4,94781,94781,10687,1849,1,Bactrocera dorsalis,1,1,exit,-1,17,1015.09,777.13,0.8916,0,0,tracked_exit,,86,1849,,,
08-41-24.mp4,95173,95173,10781,1868,0,Bactrocera correcta,0,0,enter,1,6,1311.71,684.96,0.853,0,0,tracked_enter,,87,,,,
08-41-24.mp4,97695,97695,11311,1946,0,Bactrocera correcta,0,0,enter,1,7,1109.16,673.2,0.7266,1,23,tracked_enter,,88,,,,
08-41-24.mp4,98283,98283,11447,1975,0,Bactrocera correcta,0,1,exit,-1,6,1029.27,781.71,0.8115,0,0,recovered_exit,inner_start,82,1794,0.6514705517379369,1,0
08-41-24.mp4,98341,98341,11447,1975,0,Bactrocera correcta,0,0,enter,1,7,1055.15,761.9,0.7734,0,0,tracked_enter,,89,,,,
08-41-24.mp4,98360,98360,11447,1975,0,Bactrocera correcta,0,0,exit,-1,6,1027.82,780.03,0.8481,0,0,tracked_exit,,89,1975,,,
08-41-24.mp4,98389,98389,11447,1975,0,Bactrocera correcta,0,0,enter,1,7,1056.22,764.92,0.8311,0,0,tracked_enter,,90,,,,
08-41-24.mp4,98509,98509,11481,1982,0,Bactrocera correcta,0,1,exit,-1,6,1072.81,850.05,0.8389,0,0,recovered_exit,inner_start,90,1975,0.660824561728693,1,0
08-41-24.mp4,98624,98624,11481,1982,0,Bactrocera correcta,0,0,enter,1,7,1101.39,830.68,0.8521,0,0,tracked_enter,,91,,,,
08-41-24.mp4,101224,101224,11372,1961,0,Bactrocera correcta,0,0,enter,1,8,1090.63,819.01,0.814,0,0,tracked_enter,,92,,,,
08-41-24.mp4,101811,101811,11795,2049,1,Bactrocera dorsalis,1,1,enter,1,18,1052.24,708.57,0.8623,0,0,tracked_enter,,93,,,,
08-41-24.mp4,103519,103519,11773,2043,1,Bactrocera dorsalis,1,1,enter,1,19,1316.46,733.73,0.8975,0,0,tracked_enter,,94,,,,
08-41-24.mp4,105748,105748,12361,2156,1,Bactrocera dorsalis,1,1,enter,1,20,1056.88,679.56,0.8354,0,0,tracked_enter,,95,,,,
08-41-24.mp4,106624,106624,12427,2173,0,Bactrocera correcta,0,0,enter,1,9,1233.42,599.08,0.874,0,0,tracked_enter,,96,,,,
08-41-24.mp4,106631,106631,12434,2177,1,Bactrocera dorsalis,1,1,exit,-1,19,1253.16,877.64,0.854,0,0,recovered_exit,inner_start,66,1513,0.9554374309572204,1,1
08-41-24.mp4,106691,106691,12434,2177,1,Bactrocera dorsalis,1,1,enter,1,20,1171.86,857.42,0.8438,0,0,tracked_enter,,97,,,,
08-41-24.mp4,108747,108747,12694,2210,0,Bactrocera correcta,1,1,exit,-1,8,1104.67,871.02,0.7993,1,1,recovered_exit,inner_start,81,1776,0.6657287933908458,1,0
08-41-24.mp4,109225,109225,12930,2123,0,Bactrocera correcta,0,0,enter,1,9,1291.14,736.38,0.7124,1,2,tracked_enter,,98,,,,
08-41-24.mp4,113059,113059,13231,2282,0,Bactrocera correcta,0,0,exit,-1,8,1332.06,650.98,0.8706,0,0,recovered_exit,inner_start,98,2123,0.9484781698327525,0,1
08-41-24.mp4,113243,113243,13231,2282,0,Bactrocera correcta,0,0,enter,1,9,1229.24,597.29,0.8916,0,0,tracked_enter,,99,,,,
08-41-24.mp4,115018,115018,13390,2311,0,Bactrocera correcta,0,0,enter,1,10,1257.04,613.2,0.8726,1,1,tracked_enter,,100,,,,
08-41-24.mp4,115054,115054,13390,2311,0,Bactrocera correcta,0,0,exit,-1,9,1260.45,575.35,0.8901,1,1,tracked_exit,,100,2311,,,
