video,video_frame,global_frame,track_id,logical_track_id,cls_id,class_name,detected_cls_id,voted_cls_id,direction,delta,count_after,center_x,center_y,conf,stitched,stitch_gap_frames,event_reason,occupancy_token_id,recovered_from_logical_id,recovery_score,recovery_track_class_id,recovery_class_match
08-41-24.mp4,118318,118318,13718,2353,0,Bactrocera correcta,0,0,enter,1,17,1246.69,837.12,0.876,0,0,tracked_enter,102,,,,
08-41-24.mp4,127738,127738,14425,2454,0,Bactrocera correcta,0,0,enter,1,18,1108.05,614.35,0.7944,0,0,tracked_enter,103,,,,
08-41-24.mp4,130310,130310,14735,2495,0,Bactrocera correcta,0,0,enter,1,19,1306.12,774.3,0.8408,0,0,tracked_enter,104,,,,
08-41-24.mp4,130375,130375,14735,2495,0,Bactrocera correcta,0,0,exit,-1,18,1328.64,807.06,0.8911,0,0,tracked_exit,104,2495,,,
08-41-24.mp4,130576,130576,14735,2495,0,Bactrocera correcta,0,0,enter,1,19,1316.45,713.99,0.8784,0,0,tracked_enter,105,,,,
08-41-24.mp4,131012,131012,14735,2495,0,Bactrocera correcta,0,0,exit,-1,18,1352.09,700.62,0.8872,0,0,tracked_exit,105,2495,,,
08-41-24.mp4,132679,132679,14735,2495,0,Bactrocera correcta,0,0,enter,1,19,1305.83,778.74,0.8613,0,0,tracked_enter,106,,,,
08-41-24.mp4,132852,132852,14735,2495,0,Bactrocera correcta,0,0,exit,-1,18,1305.35,838.11,0.8887,0,0,tracked_exit,106,2495,,,
08-41-24.mp4,132928,132928,14682,2490,0,Bactrocera correcta,0,0,enter,1,19,1318.87,728.73,0.8428,0,0,tracked_enter,107,,,,
08-41-24.mp4,133186,133186,15067,2540,1,Bactrocera dorsalis,1,1,enter,1,19,1062.14,714.87,0.7944,0,0,tracked_enter,108,,,,
08-41-24.mp4,133189,133189,15067,2540,1,Bactrocera dorsalis,1,1,exit,-1,18,1214.03,557.16,0.832,0,0,tracked_exit,108,2540,,,
08-41-24.mp4,135640,135640,15237,2553,1,Bactrocera dorsalis,1,1,enter,1,19,1070.21,795.28,0.8174,0,0,tracked_enter,109,,,,
08-41-24.mp4,135706,135706,15237,2553,1,Bactrocera dorsalis,1,1,exit,-1,18,1022.82,682.7,0.8481,0,0,tracked_exit,109,2553,,,
08-41-24.mp4,135930,135930,15237,2553,1,Bactrocera dorsalis,1,1,enter,1,19,1181.03,592.12,0.8613,0,0,tracked_enter,110,,,,
08-41-24.mp4,136020,136020,15237,2553,1,Bactrocera dorsalis,1,1,exit,-1,18,1326.01,826.77,0.8511,0,0,tracked_exit,110,2553,,,
08-41-24.mp4,136048,136048,15249,2555,1,Bactrocera dorsalis,1,1,enter,1,19,1279.29,634.39,0.8857,0,0,tracked_enter,111,,,,
08-41-24.mp4,136064,136064,15237,2553,1,Bactrocera dorsalis,1,1,enter,1,20,1313.79,745.83,0.9058,0,0,tracked_enter,112,,,,
08-41-24.mp4,136519,136519,15333,2566,0,Bactrocera correcta,0,0,enter,1,20,1182.18,592.51,0.8857,1,2,tracked_enter,113,,,,
08-41-24.mp4,136913,136913,15333,2566,0,Bactrocera correcta,0,0,exit,-1,19,1326.7,638.22,0.8608,1,2,tracked_exit,113,2566,,,
08-41-24.mp4,137764,137764,15313,2565,0,Bactrocera correcta,0,0,enter,1,20,1235.11,600.2,0.8887,0,0,tracked_enter,114,,,,
08-41-24.mp4,137772,137772,15313,2565,0,Bactrocera correcta,0,0,exit,-1,19,1154.68,556.71,0.8818,0,0,tracked_exit,114,2565,,,
08-41-24.mp4,141890,141890,15570,2606,0,Bactrocera correcta,0,0,enter,1,20,1082.91,635.36,0.8267,0,0,tracked_enter,115,,,,
08-41-24.mp4,143504,143504,15615,2611,1,Bactrocera dorsalis,1,1,enter,1,21,1108.57,614.76,0.8643,0,0,tracked_enter,116,,,,
08-41-24.mp4,145643,145643,15645,2615,1,Bactrocera dorsalis,1,1,enter,1,22,1160.48,856.15,0.7563,0,0,tracked_enter,117,,,,
08-41-24.mp4,145712,145712,15274,2366,0,Bactrocera correcta,0,0,enter,1,21,1281.8,630.95,0.8784,1,3,tracked_enter,118,,,,
08-41-24.mp4,150923,150923,15943,2665,1,Bactrocera dorsalis,1,1,enter,1,23,1061.05,777.38,0.8706,0,0,tracked_enter,119,,,,
08-41-24.mp4,151031,151031,15943,2665,1,Bactrocera dorsalis,1,1,exit,-1,22,1031.88,657.07,0.8438,0,0,tracked_exit,119,2665,,,
08-41-24.mp4,151251,151251,15943,2665,1,Bactrocera dorsalis,1,1,enter,1,23,1193.08,590.32,0.8662,0,0,tracked_enter,120,,,,
08-41-24.mp4,160515,160515,16407,2747,0,Bactrocera correcta,0,0,enter,1,22,1062.46,782.59,0.7983,0,0,tracked_enter,121,,,,
08-41-24.mp4,160724,160724,16521,2758,0,Bactrocera correcta,0,0,exit,-1,21,1018.39,712.65,0.8784,0,0,recovered_exit,121,2747,0.9590387747221794,0,1
08-41-24.mp4,160791,160791,16521,2758,0,Bactrocera correcta,0,0,enter,1,22,1056.46,688.25,0.8501,0,0,tracked_enter,122,,,,
08-41-24.mp4,160850,160850,16521,2758,0,Bactrocera correcta,0,0,exit,-1,21,1069.47,849.12,0.8716,0,0,tracked_exit,122,2758,,,
08-41-24.mp4,166322,166322,16734,2801,0,Bactrocera correcta,0,0,enter,1,22,1227.37,597.84,0.8662,0,0,tracked_enter,123,,,,
08-41-24.mp4,177134,177134,17297,2883,0,Bactrocera correcta,0,0,exit,-1,21,1320.64,629.62,0.8857,0,0,recovered_exit,118,2366,0.9616489456849284,0,1
08-41-24.mp4,177377,177377,17296,2882,0,Bactrocera correcta,0,0,enter,1,22,1244.41,605.91,0.8926,0,0,tracked_enter,124,,,,
08-41-24.mp4,177399,177399,17296,2882,0,Bactrocera correcta,0,0,exit,-1,21,1186.11,556.24,0.8438,0,0,tracked_exit,124,2882,,,
08-41-24.mp4,179049,179049,17335,2891,0,Bactrocera correcta,0,0,exit,-1,20,1017.91,717.0,0.8833,0,0,recovered_exit,88,1947,0.8813193732306444,0,1
08-41-24.mp4,179091,179091,17342,2893,1,Bactrocera dorsalis,1,1,enter,1,24,1313.81,727.67,0.8491,0,0,tracked_enter,125,,,,
08-41-24.mp4,179137,179137,17342,2893,1,Bactrocera dorsalis,1,1,exit,-1,23,1349.44,715.7,0.874,0,0,tracked_exit,125,2893,,,
08-41-24.mp4,180709,180709,17148,2863,0,Bactrocera correcta,0,0,enter,1,21,1315.09,707.24,0.8613,0,0,tracked_enter,126,,,,
08-41-24.mp4,183093,183093,17551,2918,0,Bactrocera correcta,0,0,enter,1,22,1060.38,677.35,0.8223,0,0,tracked_enter,127,,,,
08-41-24.mp4,183098,183098,17551,2918,0,Bactrocera correcta,0,0,exit,-1,21,1032.57,603.28,0.8589,0,0,tracked_exit,127,2918,,,
08-41-24.mp4,190606,190606,18081,2981,0,Bactrocera correcta,0,0,enter,1,22,1099.45,828.8,0.8408,0,0,tracked_enter,128,,,,
08-41-24.mp4,190651,190651,18080,2980,1,Bactrocera dorsalis,1,1,enter,1,24,1314.09,755.73,0.8833,0,0,tracked_enter,129,,,,
08-41-24.mp4,191656,191656,18109,2988,1,Bactrocera dorsalis,1,1,enter,1,25,1204.98,857.32,0.874,0,0,tracked_enter,130,,,,
09-41-28.mp4,2394,196639,18198,3002,1,Bactrocera dorsalis,1,1,enter,1,26,1077.28,643.2,0.8232,0,0,tracked_enter,131,,,,
09-41-28.mp4,2579,196824,18198,3002,1,Bactrocera dorsalis,1,1,exit,-1,25,1057.14,834.5,0.8706,0,0,tracked_exit,131,3002,,,
09-41-28.mp4,2833,197078,18229,3011,0,Bactrocera correcta,0,0,enter,1,23,1268.47,635.28,0.8501,0,0,tracked_enter,132,,,,
09-41-28.mp4,3082,197327,18206,3004,0,Bactrocera correcta,0,0,enter,1,24,1212.15,592.51,0.8608,0,0,tracked_enter,133,,,,
09-41-28.mp4,8578,202823,18609,3065,0,Bactrocera correcta,0,0,exit,-1,23,1082.77,591.96,0.9004,0,0,recovered_exit,48,921,0.8535263686164227,0,1
09-41-28.mp4,10672,204917,18642,3073,1,Bactrocera dorsalis,1,1,exit,-1,24,1320.19,618.5,0.8662,0,0,recovered_exit,78,1693,0.9218746482551501,1,1
09-41-28.mp4,10827,205072,18642,3073,1,Bactrocera dorsalis,1,1,enter,1,25,1206.67,590.97,0.8818,0,0,tracked_enter,134,,,,
09-41-28.mp4,10881,205126,18642,3073,1,Bactrocera dorsalis,1,1,exit,-1,24,1070.5,601.06,0.8481,0,0,tracked_exit,134,3073,,,
09-41-28.mp4,14375,208620,18755,3101,0,Bactrocera correcta,0,0,exit,-1,22,1345.63,668.3,0.8428,0,0,recovered_exit,133,3004,0.9382819019273394,0,1
09-41-28.mp4,15537,209782,18767,3106,0,Bactrocera correcta,0,0,enter,1,23,1052.53,734.36,0.7549,1,18,tracked_enter,135,,,,
09-41-28.mp4,15594,209839,18767,3106,0,Bactrocera correcta,0,0,exit,-1,22,1042.4,809.55,0.855,1,18,tracked_exit,135,3106,,,
09-41-28.mp4,15830,210075,18767,3106,0,Bactrocera correcta,0,0,enter,1,23,1076.1,802.11,0.7905,1,18,tracked_enter,136,,,,
09-41-28.mp4,16867,211112,18859,3115,0,Bactrocera correcta,0,0,enter,1,24,1057.28,686.75,0.8926,1,2,tracked_enter,137,,,,
09-41-28.mp4,16985,211230,18859,3115,0,Bactrocera correcta,0,0,exit,-1,23,1025.67,780.18,0.8613,1,2,tracked_exit,137,3115,,,
09-41-28.mp4,17016,211261,18859,3115,0,Bactrocera correcta,0,0,enter,1,24,1092.42,822.56,0.876,1,2,tracked_enter,138,,,,
09-41-28.mp4,17596,211841,18864,3118,0,Bactrocera correcta,0,0,exit,-1,23,1057.65,617.04,0.8696,0,0,recovered_exit,128,2981,0.8446629718471377,0,1
09-41-28.mp4,23434,217679,19009,3138,1,Bactrocera dorsalis,1,1,enter,1,25,1282.54,758.71,0.8081,0,0,tracked_enter,139,,,,
09-41-28.mp4,39717,233962,19444,3197,1,Bactrocera dorsalis,1,1,enter,1,26,1235.9,599.37,0.874,0,0,tracked_enter,140,,,,
09-41-28.mp4,39791,234036,19444,3197,1,Bactrocera dorsalis,1,1,exit,-1,25,1067.2,849.6,0.9028,0,0,tracked_exit,140,3197,,,
09-41-28.mp4,53106,247351,19922,3276,1,Bactrocera dorsalis,1,1,enter,1,26,1197.73,590.97,0.8599,0,0,tracked_enter,141,,,,
09-41-28.mp4,53248,247493,19922,3276,1,Bactrocera dorsalis,1,1,exit,-1,25,1253.55,573.39,0.9072,0,0,tracked_exit,141,3276,,,
09-41-28.mp4,56003,250248,19947,3281,1,Bactrocera dorsalis,1,1,enter,1,26,1271.83,826.04,0.8311,0,0,tracked_enter,142,,,,
09-41-28.mp4,60247,254492,20029,3291,0,Bactrocera correcta,0,0,enter,1,24,1316.7,729.25,0.8662,0,0,tracked_enter,143,,,,
09-41-28.mp4,60284,254529,20029,3291,0,Bactrocera correcta,0,0,exit,-1,23,1296.61,599.41,0.8848,0,0,tracked_exit,143,3291,,,
09-41-28.mp4,60701,254946,20057,3294,1,Bactrocera dorsalis,1,1,enter,1,27,1064.66,785.3,0.8774,0,0,tracked_enter,144,,,,
09-41-28.mp4,64034,258279,20120,3308,0,Bactrocera correcta,0,0,enter,1,24,1069.32,791.9,0.8232,0,0,tracked_enter,145,,,,
09-41-28.mp4,64735,258980,20120,3308,0,Bactrocera correcta,0,0,exit,-1,23,1169.69,556.83,0.8481,0,0,tracked_exit,145,3308,,,
09-41-28.mp4,76476,270721,20543,3366,1,Bactrocera dorsalis,1,1,enter,1,28,1291.09,647.28,0.854,0,0,tracked_enter,146,,,,
09-41-28.mp4,77300,271545,20627,3388,0,Bactrocera correcta,0,0,exit,-1,22,1208.56,553.66,0.7251,0,0,recovered_exit,82,1795,0.8479092711325416,0,1
09-41-28.mp4,80512,274757,20850,3418,0,Bactrocera correcta,0,0,enter,1,23,1129.34,842.26,0.8521,0,0,tracked_enter,147,,,,
09-41-28.mp4,83175,277420,21022,3428,1,Bactrocera dorsalis,1,1,enter,1,29,1160.22,593.01,0.8599,0,0,tracked_enter,148,,,,
09-41-28.mp4,86811,281056,21120,3443,1,Bactrocera dorsalis,1,1,enter,1,30,1274.65,629.08,0.8872,0,0,tracked_enter,149,,,,
09-41-28.mp4,86947,281192,21120,3443,1,Bactrocera dorsalis,1,1,exit,-1,29,1315.04,827.27,0.8765,0,0,tracked_exit,149,3443,,,
09-41-28.mp4,87642,281887,21120,3443,1,Bactrocera dorsalis,1,1,enter,1,30,1239.05,842.51,0.8608,0,0,tracked_enter,150,,,,
09-41-28.mp4,88197,282442,21323,3462,0,Bactrocera correcta,0,0,enter,1,24,1300.81,791.24,0.8511,0,0,tracked_enter,151,,,,
09-41-28.mp4,89979,284224,21438,3476,0,Bactrocera correcta,0,0,exit,-1,23,1018.33,720.99,0.8872,0,0,recovered_exit,96,2174,0.853575877239994,0,1
09-41-28.mp4,90007,284252,21438,3476,0,Bactrocera correcta,0,0,enter,1,24,1054.28,690.02,0.8511,0,0,tracked_enter,152,,,,
09-41-28.mp4,91426,285671,21492,3490,1,Bactrocera dorsalis,1,1,exit,-1,29,1022.9,775.56,0.8276,0,0,recovered_exit,139,3138,0.9009851414964793,1,1
09-41-28.mp4,97464,291709,21755,3517,0,Bactrocera correcta,0,0,exit,-1,23,1321.0,631.34,0.8579,1,17,recovered_exit,84,1701,0.8496631749210439,0,1
09-41-28.mp4,99963,294208,21872,3532,1,Bactrocera dorsalis,1,1,enter,1,30,1263.11,618.68,0.8623,0,0,tracked_enter,153,,,,
09-41-28.mp4,103330,297575,21479,3483,0,Bactrocera correcta,1,0,enter,1,24,1294.19,651.15,0.7744,0,0,tracked_enter,154,,,,
09-41-28.mp4,107847,302092,22099,3586,1,Bactrocera dorsalis,1,1,enter,1,31,1229.14,846.02,0.875,0,0,tracked_enter,155,,,,
09-41-28.mp4,107882,302127,22099,3586,1,Bactrocera dorsalis,1,1,exit,-1,30,1097.33,865.59,0.8809,0,0,tracked_exit,155,3586,,,
09-41-28.mp4,107917,302162,22180,3609,0,Bactrocera correcta,0,0,exit,-1,23,1019.25,711.55,0.8687,0,0,recovered_exit,79,1704,0.8576858878647877,0,1
09-41-28.mp4,108638,302883,22099,3586,1,Bactrocera dorsalis,1,1,enter,1,31,1069.91,652.51,0.8643,0,0,tracked_enter,156,,,,
09-41-28.mp4,111410,305655,22261,3628,0,Bactrocera correcta,0,0,enter,1,24,1148.76,852.66,0.8008,0,0,tracked_enter,157,,,,
09-41-28.mp4,116371,310616,22397,3650,1,Bactrocera dorsalis,1,1,enter,1,32,1140.17,598.55,0.8208,0,0,tracked_enter,158,,,,
09-41-28.mp4,118327,312572,22408,3652,1,Bactrocera dorsalis,1,1,enter,1,33,1131.64,845.38,0.895,0,0,tracked_enter,159,,,,
09-41-28.mp4,121532,315777,22727,3696,0,Bactrocera correcta,0,0,enter,1,25,1247.76,605.46,0.8521,0,0,tracked_enter,160,,,,
09-41-28.mp4,121569,315814,22534,3675,0,Bactrocera correcta,0,0,enter,1,26,1148.17,850.61,0.8696,0,0,tracked_enter,161,,,,
09-41-28.mp4,126057,320302,22890,3715,1,Bactrocera dorsalis,1,1,enter,1,34,1057.07,681.02,0.8481,0,0,tracked_enter,162,,,,
09-41-28.mp4,138926,333171,23194,3761,1,Bactrocera dorsalis,1,1,enter,1,35,1317.35,731.24,0.8887,0,0,tracked_enter,163,,,,
09-41-28.mp4,139841,334086,23205,3763,0,Bactrocera correcta,0,0,enter,1,27,1291.11,804.04,0.8491,0,0,tracked_enter,164,,,,
09-41-28.mp4,141601,335846,23247,3775,1,Bactrocera dorsalis,1,1,enter,1,36,1238.62,845.98,0.8608,0,0,tracked_enter,165,,,,
09-41-28.mp4,142509,336754,23315,3785,0,Bactrocera correcta,0,0,enter,1,28,1305.59,780.28,0.8257,0,0,tracked_enter,166,,,,
09-41-28.mp4,144155,338400,23364,3792,0,Bactrocera correcta,0,0,enter,1,29,1086.87,632.81,0.8848,0,0,tracked_enter,167,,,,
09-41-28.mp4,144187,338432,23360,3789,1,Bactrocera dorsalis,1,1,enter,1,37,1082.33,646.09,0.769,0,0,tracked_enter,168,,,,
09-41-28.mp4,144261,338506,23364,3792,0,Bactrocera correcta,0,0,exit,-1,28,1017.87,717.26,0.8765,0,0,tracked_exit,167,3792,,,
09-41-28.mp4,144271,338516,23360,3789,1,Bactrocera dorsalis,1,1,exit,-1,36,1089.31,588.22,0.9019,0,0,tracked_exit,168,3789,,,
09-41-28.mp4,145426,339671,23360,3789,1,Bactrocera dorsalis,1,1,enter,1,37,1091.89,628.24,0.8726,0,0,tracked_enter,169,,,,
09-41-28.mp4,145516,339761,23400,3804,0,Bactrocera correcta,0,0,exit,-1,27,1334.69,646.11,0.8818,0,0,recovered_exit,30,442,0.8634377389597983,0,1
09-41-28.mp4,145525,339770,23360,3789,1,Bactrocera dorsalis,1,1,exit,-1,36,1064.4,606.15,0.895,0,0,tracked_exit,169,3789,,,
09-41-28.mp4,145661,339906,23402,3805,0,Bactrocera correcta,0,0,enter,1,28,1283.54,813.69,0.8848,0,0,tracked_enter,170,,,,
09-41-28.mp4,145734,339979,23402,3805,0,Bactrocera correcta,0,0,exit,-1,27,1312.7,831.23,0.8765,0,0,tracked_exit,170,3805,,,
09-41-28.mp4,145772,340017,23402,3805,0,Bactrocera correcta,0,0,enter,1,28,1257.05,836.85,0.8511,0,0,tracked_enter,171,,,,
09-41-28.mp4,151183,345428,23547,3826,0,Bactrocera correcta,0,0,enter,1,29,1273.69,624.81,0.8931,0,0,tracked_enter,172,,,,
09-41-28.mp4,151355,345600,23547,3826,0,Bactrocera correcta,0,0,exit,-1,28,1340.44,787.78,0.8823,0,0,tracked_exit,172,3826,,,
09-41-28.mp4,153114,347359,23695,3840,0,Bactrocera correcta,0,0,enter,1,29,1131.82,846.96,0.814,0,0,tracked_enter,173,,,,
09-41-28.mp4,153523,347768,23696,3840,0,Bactrocera correcta,0,0,exit,-1,28,1256.14,574.64,0.8706,1,27,tracked_exit,173,3840,,,
09-41-28.mp4,153635,347880,23696,3840,0,Bactrocera correcta,0,0,enter,1,29,1252.43,607.81,0.8232,1,27,tracked_enter,174,,,,
09-41-28.mp4,153711,347956,23693,3838,0,Bactrocera correcta,0,0,enter,1,30,1142.41,597.99,0.8809,0,0,tracked_enter,175,,,,
09-41-28.mp4,153735,347980,23697,3841,1,Bactrocera dorsalis,1,1,enter,1,37,1058.28,676.55,0.9224,0,0,tracked_enter,176,,,,
09-41-28.mp4,153752,347997,23693,3838,0,Bactrocera correcta,0,0,exit,-1,29,1190.73,556.37,0.8716,0,0,tracked_exit,175,3838,,,
09-41-28.mp4,156088,350333,23814,3859,0,Bactrocera correcta,0,0,exit,-1,28,1114.72,876.7,0.8457,0,0,recovered_exit,152,3476,0.8317903801201334,0,1
09-41-28.mp4,159023,353268,23890,3867,0,Bactrocera correcta,0,0,enter,1,29,1299.57,655.21,0.8428,0,0,tracked_enter,177,,,,
09-41-28.mp4,159568,353813,23812,3857,1,Bactrocera dorsalis,1,1,enter,1,38,1224.38,600.88,0.9067,0,0,tracked_enter,178,,,,
09-41-28.mp4,159640,353885,23812,3857,1,Bactrocera dorsalis,1,1,exit,-1,37,1245.05,561.21,0.8872,0,0,tracked_exit,178,3857,,,
09-41-28.mp4,160215,354460,23956,3875,1,Bactrocera dorsalis,1,1,enter,1,38,1151.51,854.12,0.8374,0,0,tracked_enter,179,,,,
09-41-28.mp4,160843,355088,23956,3875,1,Bactrocera dorsalis,1,1,exit,-1,37,1140.14,564.7,0.8896,0,0,tracked_exit,179,3875,,,
09-41-28.mp4,164062,358307,24143,3896,0,Bactrocera correcta,0,0,enter,1,30,1293.42,800.39,0.874,0,0,tracked_enter,180,,,,
09-41-28.mp4,164681,358926,24170,3900,0,Bactrocera correcta,0,0,exit,-1,29,1018.75,698.56,0.8706,0,0,recovered_exit,177,3867,0.9501621059028784,0,1
09-41-28.mp4,164767,359012,24170,3900,0,Bactrocera correcta,0,0,enter,1,30,1072.68,651.35,0.8354,0,0,tracked_enter,181,,,,
09-41-28.mp4,165332,359577,24206,3907,1,Bactrocera dorsalis,1,1,enter,1,38,1055.46,684.3,0.8765,0,0,tracked_enter,182,,,,
09-41-28.mp4,165713,359958,24279,3915,0,Bactrocera correcta,0,0,enter,1,31,1103.53,616.61,0.8765,0,0,tracked_enter,183,,,,
09-41-28.mp4,167531,361776,24302,3919,0,Bactrocera correcta,0,0,exit,-1,30,1351.71,732.22,0.8931,0,0,recovered_exit,183,3915,0.9189167541722456,0,1
09-41-28.mp4,167578,361823,24302,3919,0,Bactrocera correcta,0,0,enter,1,31,1309.42,772.16,0.8291,0,0,tracked_enter,184,,,,
09-41-28.mp4,167609,361854,24302,3919,0,Bactrocera correcta,0,0,exit,-1,30,1317.83,820.79,0.8613,0,0,tracked_exit,184,3919,,,
09-41-28.mp4,167802,362047,24302,3919,0,Bactrocera correcta,0,0,enter,1,31,1314.89,755.34,0.8818,0,0,tracked_enter,185,,,,
09-41-28.mp4,167848,362093,24302,3919,0,Bactrocera correcta,0,0,exit,-1,30,1345.21,682.84,0.8799,0,0,tracked_exit,185,3919,,,
09-41-28.mp4,169829,364074,24302,3919,0,Bactrocera correcta,0,0,enter,1,31,1172.94,589.5,0.8706,0,0,tracked_enter,186,,,,
09-41-28.mp4,170021,364266,24361,3927,0,Bactrocera correcta,0,0,enter,1,32,1247.16,608.94,0.8569,0,0,tracked_enter,187,,,,
09-41-28.mp4,170022,364267,24399,3932,1,Bactrocera dorsalis,1,1,enter,1,39,1103.88,616.85,0.8291,0,0,tracked_enter,188,,,,
09-41-28.mp4,170083,364328,24361,3927,0,Bactrocera correcta,0,0,exit,-1,31,1304.6,609.71,0.876,0,0,tracked_exit,187,3927,,,
09-41-28.mp4,170134,364379,24408,3919,0,Bactrocera correcta,0,0,exit,-1,30,1350.48,735.16,0.8643,1,14,tracked_exit,186,3919,,,
09-41-28.mp4,170253,364498,24408,3919,0,Bactrocera correcta,0,0,enter,1,31,1308.71,775.31,0.8154,1,14,tracked_enter,189,,,,
09-41-28.mp4,170320,364565,24408,3919,0,Bactrocera correcta,0,0,exit,-1,30,1325.01,635.45,0.8965,1,14,tracked_exit,189,3919,,,
09-41-28.mp4,170414,364659,24408,3919,0,Bactrocera correcta,0,0,enter,1,31,1298.33,655.04,0.8696,1,14,tracked_enter,190,,,,
09-41-28.mp4,171526,365771,24423,3941,0,Bactrocera correcta,0,0,exit,-1,30,1020.88,698.86,0.8613,0,0,recovered_exit,171,3805,0.8401307429254543,0,1
09-41-28.mp4,175616,369861,24579,3971,0,Bactrocera correcta,0,0,enter,1,31,1160.54,592.42,0.8716,0,0,tracked_enter,191,,,,
09-41-28.mp4,175715,369960,24579,3971,0,Bactrocera correcta,0,0,exit,-1,30,1051.95,618.43,0.8696,0,0,tracked_exit,191,3971,,,
09-41-28.mp4,176930,371175,24632,3985,1,Bactrocera dorsalis,1,1,enter,1,40,1075.13,803.0,0.8984,0,0,tracked_enter,192,,,,
09-41-28.mp4,176971,371216,24632,3985,1,Bactrocera dorsalis,1,1,exit,-1,39,1021.68,758.83,0.8799,0,0,tracked_exit,192,3985,,,
09-41-28.mp4,177546,371791,24647,3988,1,Bactrocera dorsalis,1,1,enter,1,40,1064.1,665.14,0.8242,0,0,tracked_enter,193,,,,
09-41-28.mp4,177657,371902,24647,3988,1,Bactrocera dorsalis,1,1,exit,-1,39,1242.85,878.79,0.894,0,0,tracked_exit,193,3988,,,
09-41-28.mp4,177857,372102,24647,3988,1,Bactrocera dorsalis,1,1,enter,1,40,1107.51,834.38,0.8872,0,0,tracked_enter,194,,,,
09-41-28.mp4,180761,375006,24773,4005,1,Bactrocera dorsalis,1,1,enter,1,41,1292.48,804.2,0.8887,0,0,tracked_enter,195,,,,
09-41-28.mp4,180787,375032,24773,4005,1,Bactrocera dorsalis,1,1,exit,-1,40,1318.59,823.85,0.8672,0,0,tracked_exit,195,4005,,,
09-41-28.mp4,181040,375285,24786,4008,1,Bactrocera dorsalis,1,1,enter,1,41,1288.12,805.99,0.9019,0,0,tracked_enter,196,,,,
09-41-28.mp4,181127,375372,24809,4011,0,Bactrocera correcta,0,0,enter,1,31,1089.28,630.02,0.8154,0,0,tracked_enter,197,,,,
09-41-28.mp4,181272,375517,24809,4011,0,Bactrocera correcta,0,0,exit,-1,30,1062.84,608.65,0.8901,0,0,tracked_exit,197,4011,,,
09-41-28.mp4,181561,375806,24809,4011,0,Bactrocera correcta,0,0,enter,1,31,1136.63,850.18,0.8345,0,0,tracked_enter,198,,,,
09-41-28.mp4,183777,378022,24962,4025,0,Bactrocera correcta,0,0,exit,-1,30,1041.48,636.77,0.8511,0,0,recovered_exit,132,3011,0.8573392850918555,0,1
09-41-28.mp4,187359,381604,25077,4044,0,Bactrocera correcta,0,0,enter,1,31,1061.49,668.77,0.8613,0,0,tracked_enter,199,,,,
09-41-28.mp4,187421,381666,25077,4044,0,Bactrocera correcta,0,0,exit,-1,30,1081.2,590.75,0.9048,0,0,tracked_exit,199,4044,,,
09-41-28.mp4,187723,381968,25101,4046,0,Bactrocera correcta,0,0,enter,1,31,1313.41,745.83,0.8726,0,0,tracked_enter,200,,,,
09-41-28.mp4,187800,382045,25105,4047,0,Bactrocera correcta,0,0,exit,-1,30,1297.4,847.88,0.772,0,0,recovered_exit,174,3840,0.8469756473845165,0,1
09-41-28.mp4,188235,382480,25134,4050,0,Bactrocera correcta,0,0,exit,-1,29,1139.85,563.56,0.8843,0,0,recovered_exit,166,3785,0.8274638387538515,0,1
09-41-28.mp4,188268,382513,25134,4050,0,Bactrocera correcta,0,0,enter,1,30,1242.85,607.03,0.8911,0,0,tracked_enter,201,,,,
09-41-28.mp4,188453,382698,25134,4050,0,Bactrocera correcta,0,0,exit,-1,29,1214.7,555.69,0.8643,0,0,tracked_exit,201,4050,,,
09-41-28.mp4,190991,385236,25241,4070,0,Bactrocera correcta,0,0,enter,1,30,1106.58,831.38,0.854,0,0,tracked_enter,202,,,,
09-41-28.mp4,192080,386325,25195,4062,1,Bactrocera dorsalis,1,1,enter,1,42,1317.7,708.99,0.8652,0,0,tracked_enter,203,,,,
09-41-28.mp4,192138,386383,25195,4062,1,Bactrocera dorsalis,1,1,exit,-1,41,1350.3,725.32,0.856,0,0,tracked_exit,203,4062,,,
09-41-28.mp4,194558,388803,25385,4088,1,Bactrocera dorsalis,1,1,enter,1,42,1201.13,853.84,0.8208,0,0,tracked_enter,204,,,,
09-41-28.mp4,196171,390416,25445,4100,0,Bactrocera correcta,0,0,exit,-1,29,1337.88,663.67,0.895,0,0,recovered_exit,202,4070,0.8165172545367674,0,1
09-41-28.mp4,199068,393313,25612,4127,0,Bactrocera correcta,0,0,enter,1,30,1143.39,596.37,0.8682,0,0,tracked_enter,205,,,,
09-41-28.mp4,200501,394746,25612,4127,0,Bactrocera correcta,0,0,exit,-1,29,1174.06,556.65,0.7646,0,0,tracked_exit,205,4127,,,
10-41-29.mp4,1956,397868,25786,4158,1,Bactrocera dorsalis,1,1,enter,1,43,1181.07,589.08,0.8223,0,0,tracked_enter,206,,,,
10-41-29.mp4,2793,398705,25787,4159,1,Bactrocera dorsalis,1,1,enter,1,44,1268.06,618.57,0.915,0,0,tracked_enter,207,,,,
10-41-29.mp4,3081,398993,25787,4159,1,Bactrocera dorsalis,1,1,exit,-1,43,1298.37,604.91,0.874,0,0,tracked_exit,207,4159,,,
10-41-29.mp4,3436,399348,25745,4127,0,Bactrocera correcta,0,0,enter,1,30,1301.07,659.57,0.7637,1,1,tracked_enter,208,,,,
