video,video_frame,global_frame,track_id,logical_track_id,cls_id,class_name,detected_cls_id,voted_cls_id,direction,delta,count_after,center_x,center_y,conf,stitched,stitch_gap_frames,event_reason,occupancy_token_id,recovered_from_logical_id,recovery_score,recovery_track_class_id,recovery_class_match
10-41-29.mp4,4128,400040,25787,4159,1,Bactrocera dorsalis,1,1,enter,1,44,1312.62,707.18,0.8633,0,0,tracked_enter,209,,,,
10-41-29.mp4,4293,400205,25787,4159,1,Bactrocera dorsalis,1,1,exit,-1,43,1337.84,660.59,0.876,0,0,tracked_exit,209,4159,,,
10-41-29.mp4,5528,401440,25848,4177,0,Bactrocera correcta,0,0,exit,-1,29,1306.29,612.87,0.8672,0,0,recovered_exit,81,1777,0.8331909481120199,0,1
10-41-29.mp4,5921,401833,25941,4189,0,Bactrocera correcta,0,0,exit,-1,28,1069.26,846.24,0.7505,0,0,recovered_exit,208,4127,0.8313422176890815,0,1
10-41-29.mp4,6403,402315,25933,4187,0,Bactrocera correcta,0,0,enter,1,29,1193.04,589.78,0.8599,0,0,tracked_enter,210,,,,
10-41-29.mp4,8372,404284,26062,4209,0,Bactrocera correcta,0,0,enter,1,30,1184.52,592.29,0.8887,0,0,tracked_enter,211,,,,
10-41-29.mp4,8509,404421,26062,4209,0,Bactrocera correcta,0,0,exit,-1,29,1051.53,622.74,0.8682,0,0,tracked_exit,211,4209,,,
10-41-29.mp4,15554,411466,26208,4235,1,Bactrocera dorsalis,1,1,enter,1,44,1257.2,835.85,0.8784,0,0,tracked_enter,212,,,,
10-41-29.mp4,15570,411482,26208,4235,1,Bactrocera dorsalis,1,1,exit,-1,43,1271.55,865.24,0.875,0,0,tracked_exit,212,4235,,,
10-41-29.mp4,15653,411565,26217,4239,0,Bactrocera correcta,0,0,exit,-1,28,1349.86,735.57,0.8843,0,0,recovered_exit,57,1203,0.8111864251177998,0,1
10-41-29.mp4,16378,412290,26217,4239,0,Bactrocera correcta,0,0,enter,1,29,1293.64,799.21,0.8706,0,0,tracked_enter,213,,,,
10-41-29.mp4,16777,412689,26341,4258,0,Bactrocera correcta,0,0,enter,1,30,1219.87,594.62,0.876,1,4,tracked_enter,214,,,,
10-41-29.mp4,16913,412825,26341,4258,0,Bactrocera correcta,0,0,exit,-1,29,1236.5,564.7,0.8887,1,4,tracked_exit,214,4258,,,
10-41-29.mp4,29795,425707,26636,4301,0,Bactrocera correcta,0,0,enter,1,30,1313.18,700.69,0.8818,0,0,tracked_enter,215,,,,
10-41-29.mp4,30388,426300,26683,4307,0,Bactrocera correcta,0,0,enter,1,31,1096.4,622.12,0.8662,0,0,tracked_enter,216,,,,
10-41-29.mp4,31172,427084,26748,4311,0,Bactrocera correcta,0,0,exit,-1,30,1023.48,590.58,0.8818,1,2,recovered_exit,216,4307,0.9602168418958168,0,1
10-41-29.mp4,31480,427392,26757,4315,0,Bactrocera correcta,0,0,enter,1,31,1115.83,609.37,0.8447,0,0,tracked_enter,217,,,,
10-41-29.mp4,41606,437518,27064,4354,0,Bactrocera correcta,0,0,enter,1,32,1116.85,839.73,0.8276,1,16,tracked_enter,218,,,,
10-41-29.mp4,44765,440677,27443,4400,0,Bactrocera correcta,0,0,enter,1,33,1234.32,600.97,0.8232,0,0,tracked_enter,219,,,,
10-41-29.mp4,44775,440687,27406,4396,1,Bactrocera dorsalis,1,1,enter,1,44,1239.97,846.7,0.8608,0,0,tracked_enter,220,,,,
10-41-29.mp4,44845,440757,27087,4364,1,Bactrocera dorsalis,1,1,enter,1,45,1315.82,696.0,0.8857,0,0,tracked_enter,221,,,,
10-41-29.mp4,45312,441224,27087,4364,1,Bactrocera dorsalis,1,1,exit,-1,44,1347.75,699.1,0.8896,0,0,tracked_exit,221,4364,,,
10-41-29.mp4,45508,441420,27087,4364,1,Bactrocera dorsalis,1,1,enter,1,45,1203.62,855.89,0.8301,0,0,tracked_enter,222,,,,
10-41-29.mp4,45830,441742,27087,4364,1,Bactrocera dorsalis,1,1,exit,-1,44,1172.79,558.12,0.8999,0,0,tracked_exit,222,4364,,,
10-41-29.mp4,45883,441795,27087,4364,1,Bactrocera dorsalis,1,1,enter,1,45,1209.36,591.68,0.8784,0,0,tracked_enter,223,,,,
10-41-29.mp4,46244,442156,27198,4374,0,Bactrocera correcta,0,0,enter,1,34,1316.23,710.99,0.8457,0,0,tracked_enter,224,,,,
10-41-29.mp4,47995,443907,27509,4413,0,Bactrocera correcta,0,0,enter,1,35,1143.72,851.93,0.772,0,0,tracked_enter,225,,,,
10-41-29.mp4,48046,443958,27509,4413,0,Bactrocera correcta,0,0,exit,-1,34,1126.95,880.27,0.8774,0,0,tracked_exit,225,4413,,,
10-41-29.mp4,48172,444084,27509,4413,0,Bactrocera correcta,0,0,enter,1,35,1115.83,837.47,0.8682,0,0,tracked_enter,226,,,,
10-41-29.mp4,48183,444095,27509,4413,0,Bactrocera correcta,0,0,exit,-1,34,1088.09,868.82,0.8862,0,0,tracked_exit,226,4413,,,
10-41-29.mp4,48328,444240,27511,4415,0,Bactrocera correcta,0,0,exit,-1,33,1122.84,880.45,0.876,0,0,recovered_exit,215,4301,0.8956899996871652,0,1
10-41-29.mp4,48975,444887,27541,4423,1,Bactrocera dorsalis,1,1,enter,1,46,1194.26,858.4,0.8491,0,0,tracked_enter,227,,,,
10-41-29.mp4,49086,444998,27540,4422,0,Bactrocera correcta,0,0,enter,1,34,1095.04,823.14,0.855,0,0,tracked_enter,228,,,,
10-41-29.mp4,49195,445107,27511,4415,0,Bactrocera correcta,0,0,enter,1,35,1212.7,854.77,0.8608,0,0,tracked_enter,229,,,,
10-41-29.mp4,50625,446537,27633,4441,0,Bactrocera correcta,0,0,exit,-1,34,1354.58,715.76,0.8608,1,27,recovered_exit,107,2490,0.8183890439487118,0,1
10-41-29.mp4,50661,446573,27633,4441,0,Bactrocera correcta,0,0,enter,1,35,1308.6,672.73,0.9033,1,27,tracked_enter,230,,,,
10-41-29.mp4,51074,446986,27682,4445,1,Bactrocera dorsalis,1,1,enter,1,47,1316.76,700.93,0.8418,0,0,tracked_enter,231,,,,
10-41-29.mp4,52799,448711,27856,4471,0,Bactrocera correcta,0,0,exit,-1,34,1256.07,873.26,0.8589,0,0,recovered_exit,126,2863,0.7448673159233723,0,1
10-41-29.mp4,53381,449293,27861,4473,0,Bactrocera correcta,0,0,exit,-1,33,1353.91,744.3,0.8843,0,0,recovered_exit,190,3919,0.8026125278872953,0,1
10-41-29.mp4,57615,453527,28074,4488,1,Bactrocera dorsalis,1,1,enter,1,48,1215.18,818.1,0.7007,1,2,tracked_enter,232,,,,
10-41-29.mp4,57616,453528,28073,4488,1,Bactrocera dorsalis,1,1,exit,-1,47,1301.18,882.77,0.646,1,1,tracked_exit,232,4488,,,
10-41-29.mp4,67737,463649,28630,4527,0,Bactrocera correcta,0,0,enter,1,34,1317.55,738.8,0.856,0,0,tracked_enter,233,,,,
10-41-29.mp4,67946,463858,28630,4527,0,Bactrocera correcta,0,0,exit,-1,33,1356.49,722.08,0.8706,0,0,tracked_exit,233,4527,,,
10-41-29.mp4,68662,464574,28634,4529,0,Bactrocera correcta,0,0,enter,1,34,1302.33,659.78,0.8926,0,0,tracked_enter,234,,,,
10-41-29.mp4,69843,465755,28695,4541,1,Bactrocera dorsalis,1,1,enter,1,48,1309.64,701.98,0.7534,0,0,tracked_enter,235,,,,
10-41-29.mp4,69857,465769,28696,4541,1,Bactrocera dorsalis,1,1,exit,-1,47,673.7,752.31,0.8457,1,2,tracked_exit,235,4541,,,
10-41-29.mp4,72511,468423,28803,4554,0,Bactrocera correcta,0,0,exit,-1,33,1337.66,791.96,0.8633,0,0,recovered_exit,154,3483,0.8110737886144437,0,1
10-41-29.mp4,72582,468494,28902,4561,0,Bactrocera correcta,0,0,enter,1,34,1243.4,843.71,0.8633,0,0,tracked_enter,236,,,,
10-41-29.mp4,72614,468526,28958,4567,1,Bactrocera dorsalis,1,1,enter,1,48,1070.34,794.71,0.8931,0,0,tracked_enter,237,,,,
10-41-29.mp4,72703,468615,28902,4561,0,Bactrocera correcta,0,0,exit,-1,33,1276.49,860.81,0.874,0,0,tracked_exit,236,4561,,,
10-41-29.mp4,72920,468832,28902,4561,0,Bactrocera correcta,0,0,enter,1,34,1150.67,854.82,0.6738,0,0,tracked_enter,238,,,,
10-41-29.mp4,72933,468845,28978,4574,0,Bactrocera correcta,0,0,exit,-1,33,1139.02,884.98,0.7993,0,0,recovered_exit,229,4415,0.805811830654281,0,1
10-41-29.mp4,72947,468859,28902,4561,0,Bactrocera correcta,1,0,exit,-1,32,1152.06,902.37,0.5815,0,0,tracked_exit,238,4561,,,
10-41-29.mp4,73041,468953,28902,4561,0,Bactrocera correcta,0,0,enter,1,33,1171.49,858.32,0.769,0,0,tracked_enter,239,,,,
10-41-29.mp4,73192,469104,28902,4561,0,Bactrocera correcta,0,0,exit,-1,32,1224.7,885.62,0.875,0,0,tracked_exit,239,4561,,,
10-41-29.mp4,74140,470052,29075,4586,0,Bactrocera correcta,0,0,enter,1,33,1170.94,594.31,0.8848,0,0,tracked_enter,240,,,,
10-41-29.mp4,74594,470506,29083,4588,0,Bactrocera correcta,0,0,enter,1,34,1124.55,605.74,0.8706,0,0,tracked_enter,241,,,,
10-41-29.mp4,74699,470611,29083,4588,0,Bactrocera correcta,0,0,exit,-1,33,1111.82,572.42,0.9136,0,0,tracked_exit,241,4588,,,
10-41-29.mp4,76352,472264,29214,4599,0,Bactrocera correcta,0,0,enter,1,34,1080.71,799.82,0.8599,0,0,tracked_enter,242,,,,
10-41-29.mp4,76615,472527,29245,4599,0,Bactrocera correcta,0,0,exit,-1,33,1071.75,601.34,0.8789,1,17,tracked_exit,242,4599,,,
10-41-29.mp4,76917,472829,29240,4602,0,Bactrocera correcta,0,0,exit,-1,32,1349.11,722.94,0.9019,0,0,recovered_exit,213,4239,0.790345739480302,0,1
10-41-29.mp4,80141,476053,29394,4620,1,Bactrocera dorsalis,1,1,enter,1,49,1310.71,755.44,0.8872,0,0,tracked_enter,243,,,,
10-41-29.mp4,84631,480543,29621,4648,0,Bactrocera correcta,0,0,enter,1,33,1077.27,798.77,0.8398,0,0,tracked_enter,244,,,,
10-41-29.mp4,84706,480618,29621,4648,0,Bactrocera correcta,0,0,exit,-1,32,1013.48,744.72,0.8613,0,0,tracked_exit,244,4648,,,
10-41-29.mp4,88500,484412,29711,4661,1,Bactrocera dorsalis,1,1,enter,1,50,1218.94,594.29,0.8511,0,0,tracked_enter,245,,,,
10-41-29.mp4,88583,484495,29711,4661,1,Bactrocera dorsalis,1,1,exit,-1,49,1031.0,793.15,0.8311,0,0,tracked_exit,245,4661,,,
10-41-29.mp4,91374,487286,29860,4681,0,Bactrocera correcta,0,0,enter,1,33,1305.91,779.53,0.8521,0,0,tracked_enter,246,,,,
10-41-29.mp4,91904,487816,29863,4682,0,Bactrocera correcta,0,0,enter,1,34,1170.65,589.7,0.8599,0,0,tracked_enter,247,,,,
10-41-29.mp4,94467,490379,29923,4698,0,Bactrocera correcta,0,0,enter,1,35,1305.2,779.26,0.8652,0,0,tracked_enter,248,,,,
10-41-29.mp4,99789,495701,30049,4721,0,Bactrocera correcta,0,0,enter,1,36,1052.73,751.43,0.876,0,0,tracked_enter,249,,,,
10-41-29.mp4,99940,495852,30049,4721,0,Bactrocera correcta,0,0,exit,-1,35,1040.36,809.2,0.8608,0,0,tracked_exit,249,4721,,,
10-41-29.mp4,101718,497630,30168,4734,0,Bactrocera correcta,0,0,enter,1,36,1217.75,594.17,0.8765,0,0,tracked_enter,250,,,,
10-41-29.mp4,104970,500882,30499,4773,1,Bactrocera dorsalis,1,1,enter,1,50,1278.4,637.82,0.853,0,0,tracked_enter,251,,,,
10-41-29.mp4,105077,500989,30545,4774,0,Bactrocera correcta,0,0,enter,1,37,1257.74,613.84,0.8521,0,0,tracked_enter,252,,,,
10-41-29.mp4,106066,501978,30703,4788,0,Bactrocera correcta,0,0,enter,1,38,1115.8,838.67,0.8579,0,0,tracked_enter,253,,,,
10-41-29.mp4,108039,503951,30762,4791,0,Bactrocera correcta,0,0,exit,-1,37,1035.95,807.44,0.8608,1,16,recovered_exit,250,4734,0.9383020269189333,0,1
10-41-29.mp4,108370,504282,30762,4791,0,Bactrocera correcta,0,0,enter,1,38,1053.33,752.7,0.8389,1,16,tracked_enter,254,,,,
10-41-29.mp4,108803,504715,30762,4791,0,Bactrocera correcta,0,0,exit,-1,37,1023.75,763.91,0.8374,1,16,tracked_exit,254,4791,,,
10-41-29.mp4,108842,504754,30762,4791,0,Bactrocera correcta,0,0,enter,1,38,1059.25,767.62,0.856,1,16,tracked_enter,255,,,,
10-41-29.mp4,110981,506893,30790,4803,0,Bactrocera correcta,0,0,enter,1,39,1072.52,649.2,0.8511,0,0,tracked_enter,256,,,,
10-41-29.mp4,119966,515878,31213,4850,1,Bactrocera dorsalis,0,1,enter,1,51,1085.2,799.64,0.8032,0,0,tracked_enter,257,,,,
10-41-29.mp4,123976,519888,31294,4863,1,Bactrocera dorsalis,1,1,enter,1,52,1270.19,827.71,0.9136,0,0,tracked_enter,258,,,,
10-41-29.mp4,124726,520638,31318,4867,1,Bactrocera dorsalis,1,1,enter,1,53,1121.74,604.92,0.8374,1,5,tracked_enter,259,,,,
10-41-29.mp4,126676,522588,31406,4877,0,Bactrocera correcta,0,0,exit,-1,38,1296.88,588.25,0.8857,0,0,recovered_exit,248,4698,0.8668891264954579,0,1
10-41-29.mp4,128756,524668,31425,4882,0,Bactrocera correcta,0,0,enter,1,39,1233.46,600.5,0.855,0,0,tracked_enter,260,,,,
10-41-29.mp4,130724,526636,31618,4913,0,Bactrocera correcta,0,0,enter,1,40,1087.71,804.06,0.8398,0,0,tracked_enter,261,,,,
10-41-29.mp4,131222,527134,31631,4915,0,Bactrocera correcta,0,0,enter,1,41,1313.13,702.29,0.8257,0,0,tracked_enter,262,,,,
10-41-29.mp4,131252,527164,31631,4915,0,Bactrocera correcta,0,0,exit,-1,40,1349.71,731.42,0.8882,0,0,tracked_exit,262,4915,,,
10-41-29.mp4,138558,534470,31906,4952,0,Bactrocera correcta,0,0,exit,-1,39,1026.25,783.48,0.8418,0,0,recovered_exit,261,4913,0.9736453284228812,0,1
10-41-29.mp4,141794,537706,31960,4960,0,Bactrocera correcta,0,0,enter,1,40,1289.85,644.39,0.8672,0,0,tracked_enter,263,,,,
10-41-29.mp4,143300,539212,32056,4969,0,Bactrocera correcta,0,0,enter,1,41,1239.59,842.39,0.814,0,0,tracked_enter,264,,,,
10-41-29.mp4,144029,539941,32108,4975,0,Bactrocera correcta,0,0,enter,1,42,1315.67,694.65,0.8823,0,0,tracked_enter,265,,,,
10-41-29.mp4,145368,541280,32155,4986,0,Bactrocera correcta,0,0,enter,1,43,1277.28,799.38,0.8457,1,3,tracked_enter,266,,,,
10-41-29.mp4,147951,543863,32193,4992,0,Bactrocera correcta,0,0,enter,1,44,1318.5,712.95,0.8643,0,0,tracked_enter,267,,,,
10-41-29.mp4,147970,543882,32216,4995,0,Bactrocera correcta,0,0,exit,-1,43,1144.36,560.52,0.876,0,0,recovered_exit,266,4986,0.9013533893168357,0,1
10-41-29.mp4,148624,544536,32258,5001,0,Bactrocera correcta,0,0,enter,1,44,1315.56,696.42,0.8662,0,0,tracked_enter,268,,,,
10-41-29.mp4,158714,554626,32608,5072,0,Bactrocera correcta,0,0,exit,-1,43,1339.25,667.53,0.8599,1,23,recovered_exit,263,4960,0.8291044782575385,0,1
10-41-29.mp4,165047,560959,33008,5129,0,Bactrocera correcta,0,0,exit,-1,42,1115.24,568.47,0.8687,0,0,recovered_exit,247,4682,0.8201407634888389,0,1
10-41-29.mp4,168641,564553,33195,5153,0,Bactrocera correcta,0,0,enter,1,43,1055.02,687.88,0.832,0,0,tracked_enter,269,,,,
10-41-29.mp4,168881,564793,33195,5153,0,Bactrocera correcta,0,0,exit,-1,42,1061.56,612.16,0.8833,0,0,tracked_exit,269,5153,,,
10-41-29.mp4,169599,565511,33276,5159,0,Bactrocera correcta,0,0,enter,1,43,1207.49,593.46,0.8706,0,0,tracked_enter,270,,,,
10-41-29.mp4,169677,565589,33295,5161,0,Bactrocera correcta,0,0,enter,1,44,1203.85,590.81,0.8511,0,0,tracked_enter,271,,,,
10-41-29.mp4,169727,565639,33295,5161,0,Bactrocera correcta,0,0,exit,-1,43,1202.89,559.23,0.8926,0,0,tracked_exit,271,5161,,,
10-41-29.mp4,169739,565651,33295,5161,0,Bactrocera correcta,0,0,enter,1,44,1154.38,598.42,0.873,0,0,tracked_enter,272,,,,
10-41-29.mp4,170054,565966,33295,5161,0,Bactrocera correcta,0,0,exit,-1,43,1121.13,569.98,0.8726,0,0,tracked_exit,272,5161,,,
10-41-29.mp4,170170,566082,33295,5161,0,Bactrocera correcta,0,0,enter,1,44,1290.13,640.84,0.853,0,0,tracked_enter,273,,,,
10-41-29.mp4,170671,566583,33310,5167,0,Bactrocera correcta,0,0,exit,-1,43,1323.14,818.57,0.8589,0,0,recovered_exit,273,5161,0.8098492998342255,0,1
10-41-29.mp4,171210,567122,33324,5170,1,Bactrocera dorsalis,1,1,enter,1,54,1312.16,684.48,0.8579,1,1,tracked_enter,274,,,,
10-41-29.mp4,171385,567297,33327,5171,0,Bactrocera correcta,0,0,enter,1,44,1120.63,843.19,0.8447,0,0,tracked_enter,275,,,,
10-41-29.mp4,171555,567467,33327,5171,0,Bactrocera correcta,0,0,exit,-1,43,1036.01,648.91,0.8774,0,0,tracked_exit,275,5171,,,
10-41-29.mp4,172768,568680,33435,5186,0,Bactrocera correcta,0,0,exit,-1,42,1099.18,580.93,0.8696,0,0,recovered_exit,228,4422,0.8132847991618128,0,1
10-41-29.mp4,173410,569322,33556,5198,0,Bactrocera correcta,0,0,exit,-1,41,1343.76,663.25,0.8833,0,0,recovered_exit,270,5159,0.7969933451179188,0,1
10-41-29.mp4,175797,571709,33813,5220,0,Bactrocera correcta,0,0,enter,1,42,1195.69,590.92,0.8857,0,0,tracked_enter,276,,,,
10-41-29.mp4,179070,574982,33970,5238,0,Bactrocera correcta,0,0,enter,1,43,1086.92,817.39,0.856,0,0,tracked_enter,277,,,,
10-41-29.mp4,181200,577112,34029,5245,0,Bactrocera correcta,0,0,enter,1,44,1193.17,854.99,0.8491,0,0,tracked_enter,278,,,,
10-41-29.mp4,184316,580228,34144,5258,0,Bactrocera correcta,0,0,enter,1,45,1149.13,595.4,0.9028,0,0,tracked_enter,279,,,,
10-41-29.mp4,185760,581672,34186,5270,0,Bactrocera correcta,0,0,enter,1,46,1064.75,783.82,0.8018,0,0,tracked_enter,280,,,,
10-41-29.mp4,185900,581812,34186,5270,0,Bactrocera correcta,0,0,exit,-1,45,1035.36,796.57,0.8335,0,0,tracked_exit,280,5270,,,
10-41-29.mp4,186268,582180,34186,5270,0,Bactrocera correcta,0,0,enter,1,46,1064.49,778.25,0.7075,0,0,tracked_enter,281,,,,
10-41-29.mp4,187258,583170,34186,5270,0,Bactrocera correcta,0,0,exit,-1,45,1027.71,653.48,0.9019,0,0,tracked_exit,281,5270,,,
10-41-29.mp4,187305,583217,34186,5270,0,Bactrocera correcta,0,0,enter,1,46,1063.53,666.88,0.8335,0,0,tracked_enter,282,,,,
10-41-29.mp4,187307,583219,34393,5270,0,Bactrocera correcta,0,0,exit,-1,45,1048.86,616.68,0.8687,1,1,tracked_exit,282,5270,,,
10-41-29.mp4,187494,583406,34395,5306,0,Bactrocera correcta,0,0,enter,1,46,1073.21,646.92,0.854,0,0,tracked_enter,283,,,,
10-41-29.mp4,188511,584423,34529,5319,0,Bactrocera correcta,0,0,exit,-1,45,1026.96,655.53,0.876,0,0,recovered_exit,276,5220,0.8449290353690497,0,1
10-41-29.mp4,190356,586268,34583,5333,0,Bactrocera correcta,1,0,enter,1,46,1108.16,834.41,0.7124,0,0,tracked_enter,284,,,,
10-41-29.mp4,191378,587290,34645,5342,1,Bactrocera dorsalis,1,1,enter,1,55,1080.63,642.58,0.8521,0,0,tracked_enter,285,,,,
10-41-29.mp4,192177,588089,34622,5339,1,Bactrocera dorsalis,1,1,enter,1,56,1061.94,672.2,0.8311,0,0,tracked_enter,286,,,,
10-41-29.mp4,194813,590725,34743,5365,0,Bactrocera correcta,0,0,enter,1,47,1315.56,749.77,0.897,0,0,tracked_enter,287,,,,
10-41-29.mp4,194939,590851,34743,5365,0,Bactrocera correcta,0,0,exit,-1,46,1311.26,829.78,0.8931,0,0,tracked_exit,287,5365,,,
10-41-29.mp4,195566,591478,34843,5379,1,Bactrocera dorsalis,1,1,enter,1,57,1290.63,656.33,0.8706,0,0,tracked_enter,288,,,,
10-41-29.mp4,195828,591740,34843,5379,1,Bactrocera dorsalis,1,1,exit,-1,56,1232.19,881.84,0.894,0,0,tracked_exit,288,5379,,,
10-41-29.mp4,195867,591779,34843,5379,1,Bactrocera dorsalis,1,1,enter,1,57,1099.89,828.91,0.8799,0,0,tracked_enter,289,,,,
10-41-29.mp4,196131,592043,34843,5379,1,Bactrocera dorsalis,1,1,exit,-1,56,1348.64,766.24,0.8882,0,0,tracked_exit,289,5379,,,
10-41-29.mp4,196492,592404,34926,5395,1,Bactrocera dorsalis,1,1,enter,1,57,1235.25,843.84,0.8364,0,0,tracked_enter,290,,,,
10-41-29.mp4,196526,592438,34926,5395,1,Bactrocera dorsalis,1,1,exit,-1,56,1244.94,886.14,0.8633,0,0,tracked_exit,290,5395,,,
10-41-29.mp4,196573,592485,34926,5395,1,Bactrocera dorsalis,1,1,enter,1,57,1241.97,845.3,0.8257,0,0,tracked_enter,291,,,,
10-41-29.mp4,196575,592487,34926,5395,1,Bactrocera dorsalis,1,1,exit,-1,56,1253.72,878.5,0.8057,0,0,tracked_exit,291,5395,,,
10-41-29.mp4,196585,592497,34935,5399,1,Bactrocera dorsalis,1,1,enter,1,57,1124.94,844.92,0.876,0,0,tracked_enter,292,,,,
10-41-29.mp4,196620,592532,34926,5395,1,Bactrocera dorsalis,1,1,enter,1,58,1317.59,707.56,0.8398,0,0,tracked_enter,293,,,,
10-41-29.mp4,196626,592538,34926,5395,1,Bactrocera dorsalis,1,1,exit,-1,57,1323.96,635.16,0.8335,0,0,tracked_exit,293,5395,,,
10-41-29.mp4,196641,592553,34945,5400,0,Bactrocera correcta,0,0,enter,1,47,1153.51,596.75,0.7607,1,8,tracked_enter,294,,,,
10-41-29.mp4,196642,592554,34926,5395,1,Bactrocera dorsalis,1,1,enter,1,58,1235.14,601.15,0.8267,0,0,tracked_enter,295,,,,
10-41-29.mp4,197573,593485,35026,5421,0,Bactrocera correcta,0,0,exit,-1,46,1257.12,570.45,0.8809,0,0,recovered_exit,19,366,0.8190062677530521,0,1
10-41-29.mp4,197988,593900,35026,5421,0,Bactrocera correcta,0,0,enter,1,47,1257.51,615.01,0.875,0,0,tracked_enter,296,,,,
10-41-29.mp4,198639,594551,34860,5386,0,Bactrocera correcta,0,0,enter,1,48,1057.65,676.87,0.8105,0,0,tracked_enter,297,,,,
10-41-29.mp4,198816,594728,34860,5386,0,Bactrocera correcta,0,0,exit,-1,47,1019.01,731.56,0.8335,0,0,tracked_exit,297,5386,,,
10-41-29.mp4,198879,594791,34860,5386,0,Bactrocera correcta,0,0,enter,1,48,1050.15,737.99,0.8311,0,0,tracked_enter,298,,,,
10-41-29.mp4,199011,594923,34860,5434,0,Bactrocera correcta,0,0,exit,-1,47,1070.82,850.41,0.7788,0,0,recovered_exit,294,5400,0.8194295623916577,0,1
10-41-29.mp4,199062,594974,35056,5429,1,Bactrocera dorsalis,1,1,exit,-1,57,1250.85,878.25,0.832,0,0,recovered_exit,74,1437,0.9069763740664172,1,1
10-41-29.mp4,199846,595758,35073,5433,0,Bactrocera correcta,0,0,enter,1,48,1313.3,686.71,0.8774,1,28,tracked_enter,299,,,,
10-41-29.mp4,200007,595919,34860,5434,0,Bactrocera correcta,0,0,enter,1,49,1222.03,853.41,0.8623,0,0,tracked_enter,300,,,,
10-41-29.mp4,200374,596286,35212,5450,0,Bactrocera correcta,0,0,exit,-1,48,1171.18,558.49,0.8809,0,0,recovered_exit,298,5386,0.8441041371453275,0,1
11-41-30.mp4,1658,599208,35302,5407,1,Bactrocera dorsalis,1,1,enter,1,58,1140.12,596.94,0.8696,1,1,tracked_enter,301,,,,
11-41-30.mp4,2809,600359,35302,5407,1,Bactrocera dorsalis,1,1,exit,-1,57,1228.49,883.05,0.8896,1,1,tracked_exit,301,5407,,,
11-41-30.mp4,3579,601129,35471,5487,0,Bactrocera correcta,0,0,enter,1,49,1240.77,844.36,0.8428,1,2,tracked_enter,302,,,,
11-41-30.mp4,4320,601870,35496,5489,1,Bactrocera dorsalis,1,1,enter,1,58,1055.78,759.83,0.8599,0,0,tracked_enter,303,,,,
11-41-30.mp4,4696,602246,35518,5492,1,Bactrocera dorsalis,1,1,enter,1,59,1120.27,613.25,0.8608,0,0,tracked_enter,304,,,,
11-41-30.mp4,4735,602285,35518,5492,1,Bactrocera dorsalis,1,1,exit,-1,58,1023.85,668.06,0.8208,0,0,tracked_exit,304,5492,,,
11-41-30.mp4,5280,602830,35559,5495,0,Bactrocera correcta,0,0,enter,1,50,1067.18,707.39,0.8301,0,0,tracked_enter,305,,,,
11-41-30.mp4,7129,604679,35849,5541,0,Bactrocera correcta,0,0,enter,1,51,1273.71,824.01,0.874,0,0,tracked_enter,306,,,,
11-41-30.mp4,7151,604701,35849,5541,0,Bactrocera correcta,0,0,exit,-1,50,1353.25,698.2,0.8643,0,0,tracked_exit,306,5541,,,
11-41-30.mp4,7172,604722,35849,5541,0,Bactrocera correcta,0,0,enter,1,51,1286.45,637.42,0.8784,0,0,tracked_enter,307,,,,
11-41-30.mp4,7319,604869,35884,5546,1,Bactrocera dorsalis,0,1,enter,1,59,1137.96,627.66,0.769,1,12,tracked_enter,308,,,,
11-41-30.mp4,7401,604951,35884,5546,1,Bactrocera dorsalis,0,1,exit,-1,58,1100.78,581.38,0.8843,1,12,tracked_exit,308,5546,,,
11-41-30.mp4,7456,605006,35849,5541,0,Bactrocera correcta,0,1,exit,-1,50,1254.96,573.24,0.8882,0,0,tracked_exit,307,5541,,,
11-41-30.mp4,7476,605026,35884,5546,1,Bactrocera dorsalis,0,1,enter,1,59,1085.21,634.03,0.8389,1,12,tracked_enter,309,,,,
11-41-30.mp4,7539,605089,35849,5541,1,Bactrocera dorsalis,0,1,enter,1,60,1102.5,620.22,0.8662,0,0,tracked_enter,310,,,,
11-41-30.mp4,7557,605107,35849,5541,1,Bactrocera dorsalis,0,1,exit,-1,59,1033.18,656.58,0.8955,0,0,tracked_exit,310,5541,,,
11-41-30.mp4,8023,605573,35955,5553,0,Bactrocera correcta,0,0,enter,1,51,1318.25,719.36,0.8335,0,0,tracked_enter,311,,,,
11-41-30.mp4,9870,607420,36066,5565,1,Bactrocera dorsalis,1,1,enter,1,60,1272.02,621.68,0.9053,1,2,tracked_enter,312,,,,
11-41-30.mp4,10097,607647,36066,5565,1,Bactrocera dorsalis,1,1,exit,-1,59,1281.78,862.16,0.897,1,2,tracked_exit,312,5565,,,
11-41-30.mp4,10262,607812,36080,5560,0,Bactrocera correcta,0,0,exit,-1,50,1056.07,829.87,0.8608,1,3,recovered_exit,305,5495,0.8283350339474393,0,1
11-41-30.mp4,10468,608018,36080,5560,0,Bactrocera correcta,0,0,enter,1,51,1087.79,817.0,0.8774,1,3,tracked_enter,313,,,,
11-41-30.mp4,11418,608968,36098,5571,0,Bactrocera correcta,0,0,enter,1,52,1297.93,654.36,0.854,0,0,tracked_enter,314,,,,
11-41-30.mp4,12245,609795,36175,5584,0,Bactrocera correcta,0,0,enter,1,53,1165.72,854.62,0.8662,0,0,tracked_enter,315,,,,
