video,class_id,class_name,start_region_count,end_region_count,frames,fps,global_frame_start,global_frame_end,combined_video,event_frames_dir
output.mp4,0,Bactrocera dorsalis,0,240,1563296,56.021,1,1563296,,result_one_class_v3/event_frames
